fecha,hora,nivel,mensaje
2026-01-08,11:29:24,INFO,  [14/22] ucon-y-curarrehue-por-evento-masivo-2026-01-06-15-38-23
2026-01-08,11:29:28,INFO,  [15/22] -comuna-de-ovalle-por-evento-masivo-2026-01-06-12-21-29
2026-01-08,11:29:33,INFO,  [16/22] por-amenaza-de-incendios-forestales-2026-01-02-20-28-41
2026-01-08,11:29:38,INFO,  [20/22] cia-de-parinacota-ante-accidente-por-material-peligroso
2026-01-08,11:29:42,INFO,  [21/22] o-por-actividad-del-complejo-volcanico-planchon-peteroa
2026-01-08,11:29:47,INFO,  [22/22] e-por-actividad-del-complejo-volcanico-laguna-del-maule
2026-01-08,11:29:51,INFO,Total: 19
2026-01-08,11:34:54,INFO,Iniciando navegador...
2026-01-08,11:35:06,INFO,URLs: 22
2026-01-08,11:35:06,INFO,  [1/22] combarbala-por-tormentas-electricas-2026-01-05-13-11-26
2026-01-08,11:35:11,INFO,  [2/22] -de-lonquimay-por-incendio-forestal-2026-01-07-23-43-20
2026-01-08,11:35:15,INFO,  [3/22] por-amenaza-de-incendios-forestales-2026-01-07-22-28-18
2026-01-08,11:35:20,INFO,  [4/22] e-ohiggins-por-evento-meteorologico-2026-01-06-13-25-32
2026-01-08,11:35:25,INFO,  [5/22] o-y-parral-por-evento-meteorologico-2026-01-06-15-53-17
2026-01-08,11:35:29,INFO,  [6/22] -los-andes-por-evento-meteorologico-2026-01-07-13-49-35
2026-01-08,11:35:34,INFO,  [7/22] por-amenaza-de-incendios-forestales-2026-01-07-17-22-54
2026-01-08,11:35:38,INFO,  [8/22] a-y-colina-por-evento-meteorologico-2026-01-07-13-25-47
2026-01-08,11:35:43,INFO,  [9/22] -region-del-maule-por-calor-extremo-2026-01-06-16-09-49
2026-01-08,11:35:48,INFO,  [10/22] -camarones-por-evento-meteorologico-2026-01-07-12-50-00
2026-01-08,11:35:52,INFO,  [11/22] la-region-de-uble-por-calor-extremo-2026-01-07-09-08-06
2026-01-08,11:35:57,INFO,  [12/22] por-amenaza-de-incendios-forestales-2026-01-06-21-37-09
2026-01-08,11:36:02,INFO,  [13/22] region-del-biobio-por-calor-intenso-2026-01-05-13-32-55
2026-01-08,11:36:06,INFO,  [14/22] ucon-y-curarrehue-por-evento-masivo-2026-01-06-15-38-23
2026-01-08,11:36:11,INFO,  [15/22] -comuna-de-ovalle-por-evento-masivo-2026-01-06-12-21-29
2026-01-08,11:36:15,INFO,  [16/22] por-amenaza-de-incendios-forestales-2026-01-02-20-28-41
2026-01-08,11:36:20,INFO,  [20/22] cia-de-parinacota-ante-accidente-por-material-peligroso
2026-01-08,11:36:24,INFO,  [21/22] o-por-actividad-del-complejo-volcanico-planchon-peteroa
2026-01-08,11:36:29,INFO,  [22/22] e-por-actividad-del-complejo-volcanico-laguna-del-maule
2026-01-08,11:36:34,INFO,Total: 19
2026-01-08,11:41:36,INFO,Iniciando navegador...
2026-01-08,11:41:48,INFO,URLs: 22
2026-01-08,11:41:48,INFO,  [1/22] combarbala-por-tormentas-electricas-2026-01-05-13-11-26
2026-01-08,11:41:53,INFO,  [2/22] -de-lonquimay-por-incendio-forestal-2026-01-07-23-43-20
2026-01-08,11:41:57,INFO,  [3/22] por-amenaza-de-incendios-forestales-2026-01-07-22-28-18
